$eta
[1] 10

$accuracy
  [1] 0.9170472 0.8955167 0.8996183 0.8899547 0.9070677 0.8601064 0.8870992 0.8917674 0.8862406 0.8793846 0.8932663 0.8764386
 [13] 0.8611894 0.8608491 0.8977692 0.8632353 0.8394246 0.8651017 0.8882075 0.8692552 0.9278309 0.9007212 0.8970681 0.8805423
 [25] 0.8851763 0.8350080 0.9067308 0.8606973 0.8540221 0.8298905 0.8512442 0.8561146 0.8946923 0.9266462 0.8645137 0.8859517
 [37] 0.8612782 0.8366769 0.8383846 0.8505418 0.8266719 0.8263693 0.7889151 0.8506839 0.8261329 0.8628571 0.8497623 0.8223285
 [49] 0.8302083 0.9083459 0.9126888 0.8854863 0.9041221 0.8905385 0.8832043 0.9045101 0.8690923 0.9139151 0.9386688 0.8562998
 [61] 0.8812500 0.8416006 0.8933754 0.8976874 0.8664263 0.9061033 0.8888025 0.9135449 0.8816923 0.9343798 0.9263678 0.8762840
 [73] 0.9188722 0.9078947 0.8770393 0.9303191 0.8751908 0.9072308 0.8931115 0.8929238 0.9103286 0.9487421 0.8731379 0.9099681
 [85] 0.8799679 0.9256079 0.8952672 0.9039275 0.8969173 0.9323077 0.8882353 0.9115863 0.8975743 0.8966195 0.9282092 0.9114035
 [97] 0.8544872 0.9054711 0.8954962 0.9143505

$tau_theta
       Tau     Theta
  [1,]  15 22.000000
  [2,]  14 24.947368
  [3,]  17 24.947368
  [4,]  10 24.947368
  [5,]   7 24.947368
  [6,]  14 17.131579
  [7,]  17 17.131579
  [8,]  10 17.131579
  [9,]   7 17.131579
 [10,]  22 24.947368
 [11,]  26 24.947368
 [12,]  29 24.947368
 [13,]  33 24.947368
 [14,]  36 24.947368
 [15,]  22 17.131579
 [16,]  26 17.131579
 [17,]  29 17.131579
 [18,]  33 17.131579
 [19,]  36 17.131579
 [20,]  41 17.131579
 [21,]  45 17.131579
 [22,]  48 17.131579
 [23,]  41 24.947368
 [24,]  45 24.947368
 [25,]  48 24.947368
 [26,]  45  9.315789
 [27,]  48  9.315789
 [28,]  41  9.315789
 [29,]  38  9.315789
 [30,]  33  9.315789
 [31,]  29  9.315789
 [32,]  26  9.315789
 [33,]  22  9.315789
 [34,]  19  9.315789
 [35,]  14  9.315789
 [36,]  10  9.315789
 [37,]   7  9.315789
 [38,]  19  1.500000
 [39,]  22  1.500000
 [40,]  26  1.500000
 [41,]  29  1.500000
 [42,]  33  1.500000
 [43,]  36  1.500000
 [44,]  14  1.500000
 [45,]  10  1.500000
 [46,]   7  1.500000
 [47,]  41  1.500000
 [48,]  45  1.500000
 [49,]  48  1.500000
 [50,]   7 32.763158
 [51,]  10 32.763158
 [52,]  14 32.763158
 [53,]  17 32.763158
 [54,]  22 32.763158
 [55,]  26 32.763158
 [56,]  29 32.763158
 [57,]  33 32.763158
 [58,]  36 32.763158
 [59,]  41 32.763158
 [60,]  45 32.763158
 [61,]  48 32.763158
 [62,]  41 40.578947
 [63,]  38 40.578947
 [64,]  45 40.578947
 [65,]  48 40.578947
 [66,]  33 40.578947
 [67,]  29 40.578947
 [68,]  26 40.578947
 [69,]  22 40.578947
 [70,]  19 40.578947
 [71,]  14 40.578947
 [72,]  10 40.578947
 [73,]   7 40.578947
 [74,]   7 48.394737
 [75,]  10 48.394737
 [76,]  14 48.394737
 [77,]  17 48.394737
 [78,]  22 48.394737
 [79,]  26 48.394737
 [80,]  29 48.394737
 [81,]  33 48.394737
 [82,]  36 48.394737
 [83,]  41 48.394737
 [84,]  45 48.394737
 [85,]  48 48.394737
 [86,]  14 56.210526
 [87,]  17 56.210526
 [88,]  10 56.210526
 [89,]   7 56.210526
 [90,]  22 56.210526
 [91,]  26 56.210526
 [92,]  29 56.210526
 [93,]  33 56.210526
 [94,]  36 56.210526
 [95,]  41 56.210526
 [96,]  45 56.210526
 [97,]  48 56.210526
 [98,]  14 64.026316
 [99,]  17 64.026316
[100,]  10 64.026316

